,Residency,Num1,Num2a,Num2b,Num3
3370,ES,0.4,0.6,,
3371,ES,0.05,0.7,,
3372,ES,0.5,0.6,,
3373,ES,0.1,0.6,,
3374,ES,0.006,0.06,,
3375,ES,0.4,0.5,,
3376,ES,0.25,,0.5,0.2
3377,ES,0.03,0.0,,
3378,ES,0.01,0.02,,
3379,ES,0.05,0.14,,
3380,ES,0.25,,0.5,0.05
3381,ES,1.0,0.6,,
3382,ES,0.3,0.2,,
3383,ES,0.05,0.5,,
3384,ES,0.9,0.1,,
3385,ES,0.4,0.6,,
3386,ES,0.4,0.5,,
3387,ES,0.4,0.5,,
3388,ES,0.25,,0.328571,0.95
3389,ES,0.5,0.4,,
3390,ES,0.4,0.5,,
3391,ES,0.5,0.6,,
3392,ES,,,,
3393,ES,0.7,0.6,,
3394,ES,0.4,0.24,,
3395,ES,0.25,,0.328571,0.44
3396,ES,0.3,0.6,,
3397,ES,0.25,,0.228571,0.04
3398,ES,0.6,0.6,,
3399,ES,0.03,0.06,,
3400,ES,0.25,,0.285714,
3401,ES,0.33,0.66,,
3402,ES,0.4,0.7,,
3403,ES,0.02,0.5,,
3404,ES,0.4,0.5,,
3405,ES,0.4,0.5,,
3406,ES,0.4,1.0,,
3407,ES,,,,
3408,ES,,,,
3409,ES,,,,
3410,ES,,,,
3411,ES,,,,
3412,ES,,,,
3413,ES,,,,
3414,ES,0.25,,0.033143,
3415,ES,,,,
3416,ES,,,,
3417,ES,,,,
3418,ES,0.25,,0.171429,0.05
3419,ES,0.5,1.0,,
3420,ES,0.3,0.3,,
3421,ES,0.4,0.5,,
3422,ES,0.3,0.5,,
3423,ES,0.1,0.8,,
3424,ES,0.1,0.5,,
3425,ES,0.5,0.06,,
3426,ES,0.25,,0.171429,0.95
3427,ES,0.09,0.7,,
3428,ES,0.1,0.6,,
3429,ES,0.25,,0.028571,0.8
3430,ES,0.25,,0.285714,
3431,ES,0.65,0.86,,
3432,ES,0.1,0.06,,
3433,ES,0.4,0.5,,
3434,ES,0.25,,0.285714,
3435,ES,0.4,0.5,,
3436,ES,0.2,0.6,,
3437,ES,0.2,0.5,,
3438,ES,0.1,0.06,,
3439,ES,0.25,,0.371429,0.8
3440,ES,0.4,0.6,,
3441,ES,0.6,0.06,,
3442,ES,0.4,1.0,,
3443,ES,0.1,0.5,,
3444,ES,0.6,0.5,,
3445,ES,0.1,0.5,,
3446,ES,0.25,,0.285714,
3447,ES,0.03,0.6,,
3448,ES,0.15,0.6,,
3449,ES,0.4,0.5,,
3450,ES,0.4,0.6,,
3451,ES,0.25,,0.214286,0.04
3452,ES,0.25,,0.714286,0.2
3453,ES,0.25,,0.085714,0.2
3454,ES,0.15,0.6,,
3455,ES,0.03,1.0,,
3456,ES,0.2,0.5,,
3457,ES,0.1,0.5,,
3458,ES,0.7,0.5,,
3459,ES,0.02,0.06,,
3460,ES,0.8,0.1,,
3461,ES,0.1,0.6,,
3462,ES,,,,
3463,ES,0.4,1.0,,
3464,ES,0.6,0.6,,
3465,ES,0.25,,0.285714,
3466,ES,0.25,,0.171429,0.25
3467,ES,0.1,0.1,,
3468,ES,0.04,0.3,,
3469,ES,0.4,0.6,,
3470,ES,0.4,0.2,,
3471,ES,0.8,0.5,,
3472,ES,0.1,0.5,,
3473,ES,0.5,0.74,,
3474,ES,0.5,0.8,,
3475,ES,0.04,0.18,,
3476,ES,0.5,0.8,,
3477,ES,0.4,0.6,,
3478,ES,0.03,0.6,,
3479,ES,0.05,0.06,,
3480,ES,0.6,0.7,,
3481,ES,0.25,,0.085714,0.05
3482,ES,0.2,0.1,,
3483,ES,0.35,0.6,,
3484,ES,0.06,0.18,,
3485,ES,0.1,0.2,,
3486,ES,0.2,0.1,,
3487,ES,0.4,0.6,,
3488,ES,0.2,0.6,,
3489,ES,0.7,0.06,,
3490,ES,0.5,0.1,,
3491,ES,0.1,1.0,,
3492,ES,1.0,1.0,,
3493,ES,0.2,0.2,,
3494,ES,0.1,0.6,,
3495,ES,0.1,0.6,,
3496,ES,0.04,0.5,,
3497,ES,0.25,,0.285714,
3498,ES,0.4,1.0,,
3499,ES,0.67,0.12,,
3500,IT,0.46,0.04,,
3501,IT,0.5,0.2,,
3502,IT,0.5,0.7,,
3503,IT,0.2,0.6,,
3504,IT,0.2,0.44,,
3505,IT,0.2,0.6,,
3506,IT,0.3,0.2,,
3507,IT,0.7,0.5,,
3508,IT,0.2,0.1,,
3509,IT,0.02,0.66,,
3510,IT,0.1,0.06,,
3511,IT,0.1,1.0,,
3512,IT,0.02,0.66,,
3513,IT,0.15,0.5,,
3514,IT,0.1,0.6,,
3515,IT,0.1,0.6,,
3516,IT,0.2,0.2,,
3517,IT,0.05,0.2,,
3518,IT,0.8,0.06,,
3519,IT,0.8,0.2,,
3520,IT,0.2,0.66,,
3521,IT,0.15,1.0,,
3522,IT,0.1,1.0,,
3523,IT,0.55,0.6,,
3524,IT,0.002,0.5,,
3525,IT,0.3,0.2,,
3526,IT,0.25,,0.057143,0.34
3527,IT,1.0,0.5,,
3528,IT,0.2,0.5,,
3529,IT,0.2,0.6,,
3530,IT,0.016,0.6,,
3531,IT,0.2,0.5,,
3532,IT,0.1,0.6,,
3533,IT,0.3,0.5,,
3534,IT,0.1,0.74,,
3535,IT,0.1,0.5,,
3536,IT,0.1,0.6,,
3537,IT,0.2,0.6,,
3538,IT,0.06,0.6,,
3539,IT,0.08,0.5,,
3540,IT,0.2,0.6,,
3541,IT,0.02,0.6,,
3542,IT,0.2,0.5,,
3543,IT,0.01,0.1,,
3544,IT,0.5,0.5,,
3545,IT,0.2,0.2,,
3546,IT,0.02,0.6,,
3547,IT,0.2,0.5,,
3548,IT,0.2,0.5,,
3549,IT,0.25,,0.285714,
3550,IT,0.75,0.1,,
3551,IT,0.3,0.6,,
3552,IT,0.5,0.1,,
3553,IT,0.3,0.6,,
3554,IT,0.1,0.6,,
3555,IT,0.1,1.0,,
3556,IT,0.15,0.2,,
3557,IT,0.2,0.5,,
3558,IT,0.05,0.06,,
3559,IT,0.001,0.666,,
3560,IT,0.5,1.0,,
3561,IT,0.1,0.2,,
3562,IT,0.01,0.5,,
3563,IT,0.2,0.02,,
3564,IT,0.1,0.5,,
3565,IT,0.1,0.2,,
3566,IT,0.03,0.4,,
3567,IT,0.2,0.6,,
3568,IT,0.4,0.12,,
3569,IT,0.2,0.5,,
3570,IT,0.06,0.5,,
3571,IT,0.05,0.6,,
3572,IT,0.01,0.6,,
3573,IT,0.3,1.0,,
3574,IT,0.1,0.6,,
3575,IT,0.1,0.04,,
3576,IT,0.1,0.2,,
3577,IT,0.1,0.6,,
3578,IT,0.03,0.06,,
3579,IT,0.1,0.6,,
3580,IT,0.3,0.5,,
3581,IT,0.2,0.6,,
3582,IT,0.2,0.5,,
3583,IT,0.2,0.7,,
3584,IT,0.03,0.01,,
3585,IT,0.05,0.6,,
3586,IT,0.15,0.6,,
3587,IT,0.2,0.6,,
3588,IT,0.15,1.0,,
3589,IT,0.2,0.6,,
3590,IT,0.15,0.6,,
3591,IT,1.0,0.2,,
3592,IT,0.0,0.2,,
3593,IT,0.1,0.6,,
3594,IT,0.2,0.6,,
3595,IT,0.06,0.5,,
3596,IT,0.1,0.6,,
3597,IT,0.1,0.6,,
3598,IT,,0.2,,
3599,IT,0.4,0.6,,
3600,IT,0.1,0.5,,
3601,IT,0.012,0.5,,
3602,IT,0.06,0.6,,
3603,IT,0.01,0.6,,
3604,IT,0.8,0.4,,
3605,IT,0.07,0.06,,
3606,IT,0.1,0.1,,
3607,IT,0.07,0.5,,
3608,IT,0.3,0.5,,
3609,IT,0.2,0.5,,
3610,IT,0.7,0.5,,
3611,IT,0.1,0.02,,
3612,IT,0.2,0.6,,
3613,IT,0.1,0.2,,
3614,IT,0.05,0.5,,
3615,IT,0.5,0.5,,
3616,IT,0.5,0.5,,
3617,IT,0.1,0.06,,
3618,IT,0.15,0.7,,
3619,IT,0.1,0.6,,
3620,IT,0.01,0.1,,
3621,IT,0.1,0.6,,
3622,IT,0.5,0.12,,
3623,IT,0.1,0.5,,
3624,IT,0.03,0.66,,
3625,IT,0.1,0.6,,
3626,IT,0.05,0.4,,
3627,IT,0.05,0.04,,
3628,IT,0.3,0.7,,
3629,IT,0.1,0.1,,
3630,IT,0.33,0.5,,
3631,IT,0.5,1.0,,
3632,IT,0.2,0.74,,
3633,IT,0.45,0.64,,
3634,IT,0.1,0.2,,
3635,IT,0.15,0.6,,
3636,IT,0.3,0.5,,
3637,IT,,,,
3638,IT,0.5,0.6,,
3639,IT,0.1,0.5,,
3640,IT,0.5,0.6,,
3641,IT,0.3,0.5,,
3642,IT,0.35,0.3,,
3643,IT,0.25,,0.857143,0.2
3644,IT,0.2,0.6,,
3645,IT,0.2,1.0,,
3646,IT,0.02,0.5,,
3647,IT,0.25,,0.171429,0.05
3648,IT,0.3,0.1,,
3649,IT,0.003,0.012,,
3650,IT,0.01,0.6,,
3651,IT,0.2,0.6,,
3652,IT,0.15,0.3,,
3653,IT,0.03,0.6,,
3654,IT,0.2,0.66,,
3655,IT,0.1,0.5,,
3656,IT,0.5,0.5,,
3657,IT,0.1,1.0,,
3658,IT,0.6,1.0,,
3659,IT,0.1,0.5,,
3660,IT,0.3,0.5,,
3661,IT,0.4,0.5,,
3662,IT,0.3,0.3,,
3663,IT,0.1,0.5,,
3664,IT,0.02,0.02,,
3665,IT,0.2,0.6,,
3666,IT,0.1,0.44,,
3667,IT,0.25,,0.2,0.02
3668,IT,0.1,0.6,,
3669,IT,0.45,1.0,,
3670,IT,0.3,1.0,,
3671,IT,0.15,0.06,,
3672,IT,0.2,0.66,,
3673,IT,0.1,0.5,,
3674,IT,0.1,0.06,,
3675,IT,0.1,0.5,,
3676,IT,0.03,0.6,,
3677,IT,0.05,0.8,,
3678,IT,0.2,0.8,,
3679,IT,0.2,0.2,,
3680,IT,0.1,0.6,,
3681,IT,0.29,0.36,,
3682,IT,0.05,0.3,,
3683,IT,0.1,0.6,,
3684,IT,0.5,1.0,,
3685,IT,0.5,0.7,,
3686,IT,0.6,0.06,,
3687,IT,0.2,0.6,,
3688,IT,0.6,0.1,,
3689,IT,0.01,0.6,,
3690,IT,0.6,0.08,,
3691,IT,0.06,0.2,,
3692,IT,0.05,0.3,,
3693,IT,0.2,0.5,,
3694,IT,0.25,,0.285714,
3695,IT,0.2,0.24,,
3696,IT,0.01,0.6,,
3697,IT,0.25,,0.428571,0.2
3698,IT,0.3,0.06,,
3699,IT,0.3,0.66,,
3700,IT,0.25,,0.171429,0.25
3701,IT,0.1,0.5,,
3702,IT,0.05,1.0,,
3703,IT,0.2,0.4,,
3704,IT,0.125,0.5,,
3705,IT,0.25,,0.428571,0.05
3706,IT,0.02,0.04,,
3707,IT,0.1,0.6,,
3708,IT,0.2,0.4,,
3709,IT,0.0,0.66,,
3710,IT,0.2,0.6,,
3711,IT,0.9,0.8,,
3712,IT,0.1,0.06,,
3713,IT,0.1,0.7,,
3714,IT,0.2,0.14,,
3715,IT,,,,
3716,IT,0.3,1.0,,
3717,IT,0.1,0.6,,
3718,IT,0.2,0.4,,
3719,IT,0.3,0.3,,
3720,IT,0.2,1.0,,
3721,IT,0.7,0.3,,
3722,IT,0.1,0.6,,
3723,IT,0.6,0.06,,
3724,IT,0.002,0.6,,
3725,IT,0.2,0.1,,
3726,IT,0.001,0.6,,
3727,IT,0.2,0.7,,
3728,IT,0.06,0.16,,
3729,IT,0.03,0.3,,
3730,IT,0.3,0.06,,
3731,IT,0.1,0.6,,
3732,IT,0.2,0.66,,
3733,IT,0.2,0.5,,
3734,IT,0.05,0.5,,
3735,IT,0.2,0.6,,
3736,IT,0.7,0.3,,
3737,IT,0.2,0.5,,
3738,IT,0.8,0.5,,
3739,IT,0.2,0.5,,
3740,IT,0.3,0.06,,
3741,IT,0.2,0.6,,
3742,IT,0.15,1.0,,
3743,IT,0.01,0.5,,
3744,IT,0.5,0.4,,
3745,IT,0.01,0.1,,
3746,IT,0.4,0.5,,
3747,IT,0.09,0.6,,
3748,IT,0.3,0.6,,
3749,IT,0.5,0.8,,
3750,IT,0.15,0.8,,
3751,IT,0.1,0.5,,
3752,IT,0.002,0.5,,
3753,IT,0.05,0.06,,
3754,IT,0.1,0.6,,
3755,IT,0.2,0.36,,
3756,IT,0.3,1.0,,
3757,IT,0.1,0.2,,
3758,IT,0.2,0.5,,
3759,IT,0.9,0.3,,
3760,IT,0.6,0.3,,
3761,IT,1.0,1.0,,
3762,IT,0.05,0.06,,
3763,IT,0.5,0.2,,
3764,IT,0.15,0.6,,
3765,IT,0.2,0.6,,
3766,IT,0.2,0.6,,
3767,IT,0.1,0.4,,
3768,IT,0.06,0.32,,
3769,IT,0.05,1.0,,
3770,IT,0.05,0.2,,
3771,IT,,,,
3772,IT,0.0002,0.6,,
3773,IT,0.1,0.6,,
3774,IT,0.05,0.7,,
3775,IT,0.17,0.4,,
3776,IT,0.1,0.6,,
3777,IT,0.2,0.2,,
3778,IT,0.25,,0.328571,0.1
3779,IT,0.25,,0.571429,0.01
3780,IT,0.2,0.2,,
3781,IT,0.5,0.5,,
3782,IT,0.2,0.7,,
3783,IT,0.1,0.1,,
3784,IT,0.3,0.2,,
3785,IT,0.02,0.06,,
3786,IT,0.01,0.02,,
3787,IT,0.3,0.3,,
3788,IT,0.2,0.7,,
3789,IT,0.1,0.6,,
3790,IT,0.08,0.5,,
3791,IT,0.1,0.5,,
3792,IT,0.3,0.7,,
3793,IT,0.2,0.0,,
3794,IT,0.1,0.12,,
3795,IT,0.25,,0.171429,0.2
3796,IT,0.03,0.6,,
3797,IT,0.2,0.5,,
3798,IT,0.2,0.5,,
3799,IT,0.02,0.6,,
3800,IT,0.1,0.6,,
3801,IT,0.75,0.5,,
3802,IT,0.15,0.0,,
3803,IT,0.4,0.06,,
3804,IT,0.15,0.5,,
3805,IT,0.2,0.6,,
3806,IT,0.15,0.6,,
3807,IT,0.2,0.6,,
3808,IT,0.1,0.2,,
3809,IT,0.3,0.2,,
3810,IT,0.05,0.7,,
3811,IT,0.75,1.0,,
3812,IT,0.001,0.6,,
3813,IT,0.05,0.58,,
3814,IT,0.01,0.4,,
3815,IT,0.2,0.5,,
3816,IT,0.25,,0.171429,0.3
3817,IT,0.25,,0.214286,0.2
3818,IT,0.2,0.06,,
3819,IT,0.05,0.6,,
3820,IT,0.15,0.7,,
3821,IT,0.2,0.4,,
3822,IT,0.5,0.5,,
3823,IT,0.1,0.5,,
3824,IT,0.22,0.06,,
3825,IT,0.1,0.5,,
3826,IT,0.02,0.6,,
3827,IT,0.5,0.8,,
3828,IT,0.2,0.6,,
3829,IT,0.3,0.5,,
3830,IT,0.1,1.0,,
3831,IT,0.75,0.06,,
3832,IT,0.6,0.16,,
3833,IT,0.3,0.4,,
3834,IT,0.16,0.6,,
3835,IT,1.0,0.06,,
3836,IT,0.15,1.0,,
3837,IT,0.05,0.1,,
3838,IT,0.1,0.7,,
3839,IT,0.3,0.4,,
3840,IT,0.02,0.6,,
3841,IT,0.1,0.14,,
3842,IT,0.2,0.8,,
3843,IT,0.88,0.86,,
3844,IT,0.05,0.6,,
3845,IT,0.3,0.6,,
3846,IT,0.5,0.2,,
3847,IT,0.11,0.4,,
3848,IT,0.1,0.66,,
3849,IT,0.1,0.6,,
3850,IT,0.1,0.2,,
3851,IT,0.6,0.9,,
3852,IT,0.03,0.32,,
3853,IT,0.1,0.5,,
3854,IT,0.67,0.6,,
3855,IT,0.1,0.6,,
3856,IT,0.002,0.6,,
3857,IT,0.2,0.005,,
3858,IT,0.8,1.0,,
3859,IT,0.3,0.8,,
3860,IT,0.15,0.2,,
3861,IT,0.2,0.6,,
3862,IT,0.5,1.0,,
3863,IT,0.03,0.5,,
3864,IT,0.2,0.6,,
3865,IT,0.2,0.6,,
3866,IT,0.5,0.06,,
3867,IT,0.2,0.4,,
3868,IT,0.01,0.6,,
3869,IT,0.0001,0.6,,
3870,IT,0.3,0.2,,
3871,IT,0.1,0.3,,
3872,IT,0.15,0.1,,
3873,IT,0.04,0.5,,
3874,IT,0.06,0.6,,
3875,IT,0.2,0.5,,
3876,IT,0.2,0.06,,
3877,IT,0.3,0.7,,
3878,IT,0.2,0.06,,
3879,IT,0.5,1.0,,
3880,IT,0.2,0.4,,
3881,IT,0.2,0.4,,
3882,IT,0.3,0.12,,
3883,IT,0.35,0.5,,
3884,IT,0.6,0.2,,
3885,IT,0.4,1.0,,
3886,IT,0.5,0.06,,
3887,IT,0.75,1.0,,
3888,IT,0.2,1.0,,
3889,IT,0.5,0.1,,
3890,IT,0.2,0.4,,
3891,IT,0.05,0.6,,
3892,IT,0.3,0.06,,
3893,IT,0.0175,1.0,,
3894,IT,0.3,0.4,,
3895,IT,0.2,0.1,,
3896,IT,0.45,0.6,,
3897,IT,0.18,,,
3898,IT,0.5,0.06,,
3899,IT,0.59,0.6,,
3900,IT,0.1,0.5,,
3901,IT,0.2,1.0,,
3902,IT,0.1,0.5,,
3903,IT,0.07,0.2,,
3904,IT,0.5,0.5,,
3905,IT,0.5,0.5,,
3906,IT,0.33,0.6,,
3907,IT,0.35,0.06,,
3908,IT,0.15,0.6,,
3909,IT,0.25,,0.142857,0.07
3910,IT,0.1,0.5,,
3911,IT,0.33,0.2,,
3912,IT,1.0,0.8,,
3913,IT,0.1,0.1,,
3914,IT,0.1,0.1,,
3915,IT,0.25,,1.0,0.05
3916,IT,0.05,0.24,,
3917,IT,0.5,1.0,,
3918,IT,0.33,0.12,,
3919,IT,0.2,0.5,,
3920,IT,0.1,0.6,,
3921,IT,0.5,0.6,,
3922,IT,0.01,0.06,,
3923,IT,0.03,0.1,,
3924,IT,0.05,0.5,,
3925,IT,0.05,0.06,,
3926,IT,0.1,1.0,,
3927,IT,0.5,0.1,,
3928,IT,0.0025,0.0,,
3929,IT,0.3,0.06,,
3930,IT,,,,
3931,IT,,,,
3932,IT,,,,
3933,IT,,,,
3934,IT,0.3,0.06,,
3935,IT,0.03,0.2,,
3936,IT,,,,
3937,IT,,,,
3938,IT,0.02,1.0,,
3939,IT,,,,
3940,IT,,,,
3941,IT,,,,
3942,IT,,,,
3943,IT,0.01,0.6,,
3944,IT,,,,
3945,IT,,,,
3946,IT,,,,
3947,IT,0.15,0.9,,
3948,IT,0.02,0.1,,
3949,IT,0.2,0.06,,
3950,IT,0.2,0.5,,
3951,IT,0.2,1.0,,
3952,IT,0.3,0.5,,
3953,IT,0.03,0.6,,
3954,IT,0.1,0.6,,
3955,IT,0.5,0.06,,
3956,IT,0.2,0.6,,
3957,IT,0.02,0.6,,
3958,IT,0.04,0.06,,
3959,IT,0.02,0.5,,
3960,IT,0.9,0.1,,
3961,IT,0.15,0.64,,
3962,IT,,,,
3963,IT,0.05,0.5,,
3964,IT,0.1,0.2,,
3965,IT,0.15,0.5,,
3966,IT,0.2,0.5,,
3967,IT,0.03,0.5,,
3968,IT,0.005,0.8,,
3969,IT,0.1,0.5,,
3970,IT,0.01,0.6,,
3971,IT,0.2,0.4,,
3972,IT,0.2,0.5,,
3973,IT,0.2,0.3,,
3974,IT,0.5,0.5,,
3975,IT,0.5,0.5,,
3976,IT,0.5,0.14,,
3977,IT,0.35,0.06,,
3978,IT,0.2,0.5,,
3979,IT,0.5,0.2,,
3980,IT,0.1,0.1,,
3981,IT,0.1,0.6,,
3982,IT,0.15,0.5,,
3983,IT,0.01,0.5,,
3984,IT,0.3,0.6,,
3985,IT,0.05,0.12,,
3986,IT,0.2,0.5,,
3987,IT,0.003,0.6,,
3988,IT,0.2,0.06,,
3989,IT,0.09,0.1,,
3990,IT,0.02,0.5,,
3991,IT,0.2,0.5,,
3992,IT,0.5,0.8,,
3993,IT,0.1,0.06,,
3994,IT,,,,
3995,IT,0.2,0.3,,
3996,IT,0.3,1.0,,
3997,IT,0.2,0.6,,
3998,IT,0.1,0.1,,
3999,IT,0.2,0.5,,
4000,IT,0.05,0.12,,
4001,IT,0.08,0.5,,
4002,IT,0.01,0.6,,
4003,IT,0.9,0.4,,
4004,IT,0.1,0.2,,
4005,IT,0.5,0.1,,
4006,IT,0.1,1.0,,
4007,IT,,,,
4008,IT,,,,
4009,IT,,,,
4010,IT,,,,
4011,IT,,,,
4012,IT,0.04,0.1,,
4013,IT,,,,
4014,IT,,,,
4015,IT,0.15,0.4,,
4016,IT,,,,
4017,IT,,,,
4018,IT,,,,
4019,IT,,,,
4020,IT,,,,
4021,IT,,,,
4022,IT,,,,
4023,IT,,,,
4024,IT,,,,
4025,IT,,,,
4026,IT,,,,
4027,IT,,,,
4028,IT,,,,
4029,IT,,,,
4030,IT,0.4,,,
4031,IT,,,,
4032,IT,0.1,,,
4033,IT,0.1,0.5,,
4034,IT,,,,
4035,IT,,,,
4036,IT,0.2,,,
4037,IT,0.002,,,
4038,IT,,,,
4039,IT,0.02,,,
4040,IT,,,,
4041,IT,0.1,0.6,,
4042,IT,0.1,0.5,,
4043,IT,,,,
4044,IT,,,,
4045,IT,,,,
4046,IT,,,,
4047,IT,,,,
4048,IT,0.03,0.5,,
4049,IT,,,,
4050,IT,,,,
4051,IT,,,,
4052,IT,,,,
4053,IT,,,,
4054,IT,,,,
4055,IT,,,,
4056,IT,0.5,0.1,,
4057,IT,,,,
4058,IT,,,,
4059,IT,,,,
4060,IT,,,,
4061,IT,,,,
4062,IT,,,,
4063,IT,,,,
4064,IT,,,,
4065,IT,,,,
4066,IT,,,,
4067,IT,,,,
4068,IT,,,,
4069,IT,,,,
4070,IT,,,,
4071,IT,,,,
4072,IT,,,,
4073,IT,,,,
4074,IT,,,,
4075,IT,0.1,,,
4076,IT,,,,
4077,IT,0.05,,,
4078,IT,,,,
4079,IT,,,,
4080,IT,,,,
4081,IT,,,,
4082,IT,,,,
4083,IT,,,,
4084,IT,,,,
4085,IT,,,,
4086,IT,,,,
4087,IT,,,,
4088,IT,0.06,0.6,,
4089,IT,,,,
4090,IT,,,,
4091,IT,,,,
4092,IT,,,,
4093,IT,,,,
4094,IT,,,,
4095,IT,,,,
4096,IT,,,,
4097,IT,,,,
4098,IT,,,,
4099,IT,0.1,0.5,,
4100,IT,,,,
4101,IT,,,,
4102,IT,,,,
4103,IT,,,,
4104,IT,,,,
4105,IT,,,,
4106,IT,,,,
4107,IT,,,,
4108,IT,,,,
4109,IT,,,,
4110,IT,,,,
4111,IT,,,,
4112,IT,,,,
4113,IT,,,,
4114,IT,,,,
4115,IT,,,,
4116,IT,,,,
4117,IT,,,,
4118,IT,0.1,0.6,,
4119,IT,,,,
4120,IT,,,,
4121,IT,,,,
4122,IT,,,,
4123,IT,,,,
4124,IT,,,,
4125,IT,,,,
4126,IT,,,,
4127,IT,0.1,0.2,,
4128,IT,0.1,0.6,,
4129,IT,0.06,0.5,,
4130,IT,0.02,0.6,,
4131,IT,0.3,0.6,,
4132,IT,0.2,1.0,,
4133,IT,0.07,0.6,,
4134,IT,0.1,0.1,,
4135,IT,0.2,0.6,,
4136,IT,0.01,0.6,,
4137,IT,0.3,0.8,,
4138,IT,0.02,0.8,,
4139,IT,0.3,0.5,,
4140,IT,0.35,0.4,,
4141,IT,0.1,0.06,,
4142,IT,0.2,0.0,,
4143,IT,0.1,0.1,,
4144,IT,0.1,0.8,,
4145,IT,0.05,1.0,,
4146,IT,0.1,1.0,,
4147,IT,0.39,0.9,,
4148,IT,0.1,0.6,,
4149,IT,0.15,0.4,,
4150,IT,0.03,1.0,,
4151,IT,0.04,0.06,,
4152,IT,0.3,0.2,,
4153,IT,0.15,0.1,,
4154,IT,0.1,0.2,,
4155,IT,0.2,0.1,,
4156,IT,0.2,0.6,,
4157,IT,,,,
4158,IT,,,,
4159,IT,,,,
4160,IT,,,,
4161,IT,,,,
4162,IT,0.01,0.5,,
4163,IT,,,,
4164,IT,0.2,0.3,,
4165,IT,,,,
4166,IT,,,,
4167,IT,,,,
4168,IT,0.02,0.6,,
4169,IT,0.2,0.6,,
4170,IT,,,,
4171,IT,1.0,0.7,,
4172,IT,0.02,0.04,,
4173,IT,0.25,,0.428571,0.25
4174,IT,0.2,0.5,,
4175,IT,0.3,0.1,,
4176,IT,0.3,0.36,,
4177,IT,0.32,0.06,,
4178,IT,0.3,0.4,,
4179,IT,0.1,0.08,,
4180,IT,0.05,0.6,,
4181,IT,0.25,,0.357143,0.25
4182,IT,0.12,0.06,,
4183,IT,0.3,0.04,,
4184,IT,0.2,0.6,,
4185,IT,,,,
4186,IT,0.1,0.34,,
4187,IT,0.25,,0.5,0.2
4188,IT,0.1,0.5,,
4189,IT,0.06,0.3,,
4190,IT,0.3,0.6,,
4191,IT,0.07,0.6,,
4192,IT,0.3,0.6,,
4193,IT,0.05,0.1,,
4194,IT,0.5,0.4,,
4195,IT,0.01,0.16,,
4196,IT,0.5,0.06,,
4197,IT,0.09,0.6,,
4198,IT,0.1,0.06,,
4199,IT,,,,
4200,JP,0.1,0.5,,
4201,JP,0.25,,0.285714,
4202,JP,0.01,0.04,,
4203,JP,0.25,,0.328571,0.04
4204,JP,0.4,0.5,,
4205,JP,,,,
4206,JP,0.1,0.5,,
4207,JP,0.3,0.6,,
4208,JP,0.3,0.2,,
4209,JP,0.3,0.06,,
4210,JP,0.4,0.6,,
4211,JP,0.1,0.2,,
4212,JP,0.25,,0.2,0.5
4213,JP,0.1,0.6,,
4214,JP,0.25,,0.328571,0.08
4215,JP,0.25,,0.285714,
4216,JP,,,,
4217,JP,0.25,,0.285714,
4218,JP,0.1,0.5,,
4219,JP,0.2,0.04,,
4220,JP,0.25,,0.285714,
4221,JP,0.1,0.06,,
4222,JP,0.25,,0.314286,0.5
4223,JP,0.7,0.6,,
4224,JP,0.25,,0.328571,0.4
4225,JP,0.5,0.04,,
4226,JP,0.25,,0.285714,
4227,JP,0.1,0.5,,
4228,JP,0.25,,0.314286,0.08
4229,JP,0.25,,0.371429,0.04
4230,JP,0.25,,0.142857,0.5
4231,JP,0.5,0.6,,
4232,JP,0.4,0.6,,
4233,JP,0.1,0.6,,
4234,JP,0.4,0.6,,
4235,JP,0.5,0.5,,
4236,JP,0.2,0.6,,
4237,JP,0.25,,0.285714,
4238,JP,0.4,0.5,,
4239,JP,0.1,0.5,,
4240,JP,0.2,0.6,,
4241,JP,0.4,0.5,,
4242,JP,0.1,0.6,,
4243,JP,0.25,,0.314286,0.8
4244,JP,0.4,0.7,,
4245,JP,0.7,0.5,,
4246,JP,0.6,,,
4247,JP,0.25,,0.328571,0.8
4248,JP,0.25,,0.314286,0.5
4249,JP,0.05,0.1,,
4250,JP,0.25,,0.328571,0.2
4251,JP,0.2,0.5,,
4252,JP,0.8,1.0,,
4253,JP,0.1,0.04,,
4254,JP,0.1,0.4,,
4255,JP,0.25,,0.328571,
4256,JP,,,,
4257,JP,0.1,0.5,,
4258,JP,0.25,,0.285714,
4259,JP,0.25,,0.342857,0.5
4260,JP,0.1,0.6,,
4261,JP,0.2,0.2,,
4262,JP,0.25,,0.285714,
4263,JP,0.4,0.5,,
4264,JP,0.9,0.6,,
4265,JP,0.1,0.6,,
4266,JP,0.7,0.08,,
4267,JP,0.25,,0.285714,
4268,JP,0.4,0.6,,
4269,JP,0.1,0.5,,
4270,JP,0.4,0.36,,
4271,JP,0.25,,0.285714,
4272,JP,0.4,0.6,,
4273,JP,0.4,0.5,,
4274,JP,0.2,0.5,,
4275,JP,0.03,0.6,,
4276,JP,0.1,0.6,,
4277,JP,0.25,,0.214286,0.8
4278,JP,0.6,0.6,,
4279,JP,0.25,,0.285714,
4280,JP,0.5,0.6,,
4281,JP,0.1,0.6,,
4282,JP,0.2,0.12,,
4283,JP,,,,
4284,JP,0.1,0.5,,
4285,JP,0.8,0.5,,
4286,JP,0.1,0.5,,
4287,JP,0.1,0.6,,
