,Residency,Num1,Num2a,Num2b,Num3
6690,SE,0.3,0.3,,
6691,SE,0.25,,0.328571,0.05
6692,SE,0.2,0.2,,
6693,SE,0.25,,0.5,0.05
6694,SE,0.1,0.6,,
6695,SE,0.25,,0.328571,0.04
6696,SE,0.15,0.7,,
6697,SE,0.5,0.5,,
6698,SE,0.25,,0.5,0.2
6699,SE,0.3,0.5,,
6700,SE,0.4,0.4,,
6701,SE,0.25,,0.285714,
6702,SE,0.2,1.0,,
6703,SE,0.03,0.02,,
6704,SE,0.2,0.6,,
6705,SE,0.15,0.6,,
6706,SE,0.2,0.4,,
6707,SE,,,,
6708,SE,0.1,0.5,,
6709,SE,0.25,,0.314286,0.04
6710,SE,0.25,,0.285714,
6711,SE,0.4,0.6,,
6712,SE,0.05,0.6,,
6713,SE,0.05,0.04,,
6714,SE,0.01,0.02,,
6715,SE,0.25,,0.3,0.04
6716,SE,0.5,0.1,,
6717,SE,0.2,0.2,,
6718,SE,0.5,0.5,,
6719,SE,0.0,0.5,,
6720,SE,0.2,0.6,,
6721,SE,0.1,0.6,,
6722,SE,0.1,0.5,,
6723,SE,0.05,0.6,,
6724,SE,0.4,0.5,,
6725,SE,0.05,0.3,,
6726,SE,0.1,0.8,,
6727,SE,0.25,,0.285714,
6728,SE,0.1,0.6,,
6729,SE,0.1,0.3,,
6730,SE,1.0,0.5,,
6731,SE,0.15,0.6,,
6732,SE,0.35,0.2,,
6733,SE,0.4,0.6,,
6734,SE,0.4,0.6,,
6735,SE,0.02,0.5,,
6736,SE,0.25,,0.285714,
6737,SE,0.25,,0.357143,0.2
6738,SE,0.25,,0.285714,
6739,SE,0.5,0.68,,
6740,SE,0.4,1.0,,
6741,SE,0.03,0.2,,
6742,SE,0.25,,0.285714,
6743,SE,0.1,0.1,,
6744,SE,0.1,0.8,,
6745,SE,0.11,0.5,,
6746,SE,0.25,,0.057143,0.07
6747,SE,0.03,0.3,,
6748,SE,0.5,0.06,,
6749,SE,0.6,0.5,,
6750,SE,0.15,0.2,,
6751,SE,0.4,0.0,,
6752,SE,0.11,0.04,,
6753,SE,0.2,0.5,,
6754,SE,0.25,,0.328571,0.2
6755,SE,0.25,,0.285714,
6756,SE,0.2,0.5,,
6757,SE,0.2,0.6,,
6758,SE,0.12,0.4,,
6759,SE,0.05,0.36,,
6760,SE,0.01,0.5,,
6761,SE,0.1,0.06,,
6762,SE,0.2,0.6,,
6763,SE,0.02,0.04,,
6764,SE,0.25,,0.5,0.5
6765,SE,0.1,0.6,,
6766,SE,,,,
6767,SE,0.5,0.2,,
6768,SE,0.25,,0.314286,0.04
6769,SE,0.1,0.2,,
6770,SE,0.2,0.5,,
6771,SE,1.0,0.5,,
6772,SE,0.25,,0.285714,
6773,SE,0.4,0.9,,
6774,SE,0.25,,0.357143,0.04
6775,SE,0.04,0.32,,
6776,SE,0.4,0.5,,
6777,SE,0.1,0.6,,
6778,SE,1.0,1.0,,
6779,SE,0.1,0.66,,
6780,SE,0.1,0.5,,
6781,SE,0.1,0.6,,
6782,SE,0.25,,0.328571,0.1
6783,SE,0.25,,0.342857,0.01
6784,SE,0.1,0.7,,
6785,SE,0.05,0.6,,
6786,SE,0.1,0.2,,
6787,SE,0.4,0.2,,
6788,SE,0.4,1.0,,
6789,SE,0.25,,0.285714,
6790,SE,0.3,0.4,,
6791,SE,0.1,0.24,,
6792,SE,0.02,0.4,,
6793,SE,0.02,0.06,,
6794,SE,0.25,,0.114286,0.1
6795,SE,0.25,,0.285714,
6796,SE,0.1,0.5,,
6797,SE,0.75,0.52,,
6798,SE,0.4,1.0,,
6799,SE,0.25,,0.285714,
6800,SE,0.04,0.58,,
6801,SE,0.4,0.5,,
6802,SE,,,,
6803,SE,0.2,0.5,,
6804,SE,0.4,0.1,,
6805,SE,0.25,,0.285714,
6806,SE,0.25,,0.342857,0.5
6807,SE,0.5,1.0,,
6808,SE,1.0,0.1,,
6809,SE,0.1,0.6,,
6810,SE,0.1,0.6,,
6811,SE,0.25,,0.285714,
6812,SE,0.25,,0.357143,0.04
6813,SE,0.6,1.0,,
6814,SE,0.23,0.46,,
6815,SE,0.25,,0.428571,0.75
6816,SE,0.5,1.0,,
6817,SE,0.25,,0.471429,0.33
6818,SE,0.1,0.06,,
6819,SE,0.25,,0.571429,0.29
6820,SE,0.25,,0.428571,0.75
6821,SE,0.1,0.6,,
6822,SE,0.2,0.2,,
6823,SE,0.2,0.14,,
6824,SE,0.1,0.06,,
6825,SE,0.7,,,
6826,SE,0.25,,0.085714,0.25
6827,SE,0.2,0.6,,
6828,SE,0.3,0.9,,
6829,SE,0.33,0.5,,
6830,SE,0.25,,0.285714,
6831,SE,0.4,0.6,,
6832,SE,0.25,,0.285714,
6833,SE,0.2,0.6,,
6834,SE,0.45,0.26,,
6835,SE,0.2,0.0,,
6836,SE,0.1,0.4,,
6837,SE,0.1,0.5,,
6838,SE,0.1,0.6,,
6839,SE,0.75,0.6,,
6840,SE,0.3,0.166,,
6841,SE,0.15,0.3,,
6842,SE,0.1,0.6,,
6843,SE,0.25,,0.071429,0.2
6844,SE,0.1,0.6,,
6845,SE,0.6,0.5,,
6846,SE,0.87,0.68,,
6847,SE,0.3,0.6,,
6848,SE,0.25,,0.3,0.5
6849,SE,0.25,,0.285714,
6850,SE,0.1,0.4,,
6851,SE,0.33,0.7,,
6852,SE,0.25,,0.428571,0.08
6853,SE,0.4,0.5,,
6854,SE,0.02,0.4,,
6855,SE,0.2,0.2,,
6856,SE,0.25,,0.285714,
6857,SE,0.6,0.18,,
6858,SE,0.2,0.2,,
6859,SE,0.4,1.0,,
6860,SE,0.2,0.6,,
6861,SE,0.1,0.06,,
6862,SE,0.004,0.24,,
6863,SE,0.05,0.36,,
6864,SE,0.2,1.0,,
6865,SE,0.4,0.5,,
6866,SE,0.25,,0.328571,0.04
6867,SE,0.2,0.32,,
6868,SE,0.15,0.4,,
6869,SE,0.4,0.5,,
6870,SE,0.01,0.16,,
6871,SE,0.1,0.6,,
6872,SE,0.1,0.06,,
6873,SE,1.0,0.98,,
6874,SE,0.3,0.6,,
6875,SE,0.3,0.6,,
6876,SE,0.23,0.46,,
6877,SE,0.05,0.3,,
6878,SE,1.0,0.4,,
6879,SE,0.5,0.7,,
6880,SE,0.3,0.6,,
6881,SE,0.1,0.6,,
6882,SE,0.1,0.65,,
6883,SE,0.25,,0.314286,0.15
6884,SE,0.4,0.02,,
6885,SE,0.1,0.6,,
6886,SE,0.25,,0.285714,
6887,SE,0.2,0.6,,
6888,SE,0.1,0.3,,
6889,SE,0.12,0.6,,
6890,SE,0.2,0.5,,
6891,SE,0.75,0.2,,
6892,SE,0.4,0.6,,
6893,SE,0.55,0.04,,
6894,SE,0.2,0.5,,
6895,SE,0.11,1.0,,
6896,SE,0.25,,0.171429,0.07
6897,SE,,,,
6898,SE,0.25,,,
6899,SE,0.3,0.06,,
6900,SE,,,,
6901,SE,,,,
6902,SE,,,,
6903,SE,,,,
6904,SE,,,,
6905,SE,,,,
6906,SE,,,,
6907,SE,,,,
6908,SE,,,,
6909,SE,,,,
6910,SE,,,,
6911,SE,,,,
6912,SE,0.25,,,
6913,SE,,,,
6914,SE,0.5,0.6,,
6915,SE,0.05,0.12,,
6916,SE,0.0,0.1,,
6917,SE,0.5,0.6,,
6918,SE,0.53,0.48,,
6919,SE,0.25,,0.328571,0.5
6920,SE,0.25,,0.357143,0.2
6921,SE,,,,
6922,SE,,,,
6923,SE,,,,
6924,SE,,,,
6925,SE,0.6,0.2,,
6926,SE,,,,
6927,SE,,,,
6928,SE,,,,
6929,SE,,,,
6930,SE,,,,
6931,SE,,,,
6932,SE,,,,
6933,SE,0.4,0.6,,
6934,UK,0.4,0.6,,
6935,UK,0.1,0.6,,
6936,UK,0.25,,0.285714,
6937,UK,0.3,0.2,,
6938,UK,0.25,,0.285714,
6939,UK,0.5,0.7,,
6940,UK,0.25,,0.142857,0.1
6941,UK,0.3,0.6,,
6942,UK,0.02,0.2,,
6943,UK,0.2,0.5,,
6944,UK,0.35,0.6,,
6945,UK,0.35,0.5,,
6946,UK,0.08,0.6,,
6947,UK,0.4,0.5,,
6948,UK,0.25,,0.285714,
6949,UK,0.2,0.7,,
6950,UK,0.2,0.5,,
6951,UK,0.33,0.6,,
6952,UK,0.1,0.6,,
6953,UK,0.25,,0.285714,
6954,UK,0.0,0.0,,
6955,UK,0.4,0.5,,
6956,UK,0.25,,0.285714,
6957,UK,0.4,0.5,,
6958,UK,0.1,0.6,,
6959,UK,0.25,,0.285714,
6960,UK,0.45,0.02,,
6961,UK,0.1,0.42,,
6962,UK,0.33,0.1,,
6963,UK,0.1,0.5,,
6964,UK,0.4,0.3,,
6965,UK,0.25,,0.285714,
6966,UK,0.4,0.8,,
6967,UK,0.05,0.6,,
6968,UK,0.15,0.5,,
6969,UK,0.4,0.6,,
6970,UK,0.4,0.6,,
6971,UK,0.2,0.5,,
6972,UK,0.4,0.5,,
6973,UK,0.25,,0.285714,
6974,UK,0.2,0.1,,
6975,UK,0.1,0.5,,
6976,UK,0.0,0.0,,
6977,UK,0.33,0.5,,
6978,UK,0.25,,0.142857,0.08
6979,UK,0.1,0.6,,
6980,UK,0.5,1.0,,
6981,UK,0.65,0.34,,
6982,UK,,,,
6983,UK,0.13,0.6,,
6984,UK,0.4,0.5,,
6985,UK,0.2,0.4,,
6986,UK,0.54,0.08,,
6987,UK,0.8,0.12,,
6988,UK,0.25,,0.285714,
6989,UK,0.1,0.6,,
6990,UK,,,,
6991,UK,0.12,1.0,,
6992,UK,0.25,,0.257143,0.5
6993,UK,0.1,0.6,,
6994,UK,0.3,0.6,,
6995,UK,0.2,0.18,,
6996,UK,0.25,,0.285714,
6997,UK,0.3,0.5,,
6998,UK,0.4,0.3,,
6999,UK,0.04,0.5,,
7000,UK,0.25,,0.285714,
7001,UK,0.1,0.6,,
7002,UK,0.1,1.0,,
7003,UK,0.3,0.1,,
7004,UK,0.4,0.6,,
7005,UK,0.6,0.7,,
7006,UK,0.1,0.5,,
7007,UK,0.4,1.0,,
7008,UK,0.25,,0.285714,
7009,UK,0.5,0.1,,
7010,UK,0.1,0.6,,
7011,UK,0.1,0.44,,
7012,UK,0.1,0.6,,
7013,UK,0.75,0.1,,
7014,UK,0.3,0.5,,
7015,UK,0.01,0.04,,
7016,UK,0.7,0.66,,
7017,UK,0.2,0.1,,
7018,UK,0.2,0.6,,
7019,UK,0.1,0.06,,
7020,UK,0.1,0.06,,
7021,UK,,0.5,,
7022,UK,0.0075,0.6,,
7023,UK,0.4,0.6,,
7024,UK,0.05,0.5,,
7025,UK,0.6,0.6,,
7026,UK,0.4,0.5,,
7027,UK,0.4,0.6,,
7028,UK,0.1,0.5,,
7029,UK,0.1,0.6,,
7030,UK,0.25,,0.285714,
7031,UK,0.25,,0.285714,
7032,UK,0.05,0.34,,
7033,UK,0.05,0.66,,
7034,UK,0.1,0.4,,
7035,UK,0.5,0.6,,
7036,UK,0.25,,0.285714,
7037,UK,0.35,0.44,,
7038,UK,0.2,0.6,,
7039,UK,0.25,,0.028571,0.2
7040,UK,0.2,0.6,,
7041,UK,0.15,0.6,,
7042,UK,0.25,,0.285714,
7043,UK,0.1,0.7,,
7044,UK,0.8,0.06,,
7045,UK,0.03,0.5,,
7046,UK,0.15,0.5,,
7047,UK,0.33,0.6,,
7048,UK,0.2,0.6,,
7049,UK,0.2,0.34,,
7050,UK,0.15,0.6,,
7051,UK,0.4,0.0,,
7052,UK,0.2,0.1,,
7053,UK,0.1,0.14,,
7054,UK,0.15,0.06,,
7055,UK,0.1,0.5,,
7056,UK,0.25,,0.314286,0.15
7057,UK,0.2,0.1,,
7058,UK,0.25,,0.3,0.04
7059,UK,0.33,1.0,,
7060,UK,0.3,0.6,,
7061,UK,0.3,0.3,,
7062,UK,0.1,0.1,,
7063,UK,0.1,0.6,,
7064,UK,0.1,0.6,,
7065,UK,0.2,0.6,,
7066,UK,0.1,0.6,,
7067,UK,0.33,0.5,,
7068,UK,0.4,0.06,,
7069,UK,0.3,0.08,,
7070,UK,0.1,0.8,,
7071,UK,0.2,0.6,,
7072,UK,0.33,0.5,,
7073,UK,0.25,,0.114286,0.05
7074,UK,0.1,0.6,,
7075,UK,0.2,0.6,,
7076,UK,0.2,0.6,,
7077,UK,0.004,0.06,,
7078,UK,0.4,0.06,,
7079,UK,0.05,1.0,,
7080,UK,0.15,0.6,,
7081,UK,0.25,,0.471429,0.04
7082,UK,0.4,0.1,,
7083,UK,0.4,0.66,,
7084,UK,0.25,,0.285714,
7085,UK,0.25,,0.214286,0.2
7086,UK,0.4,0.32,,
7087,UK,0.43,0.6,,
7088,UK,0.5,0.5,,
7089,UK,0.25,,1.0,0.04
7090,UK,0.4,0.1,,
7091,UK,0.25,,0.285714,
7092,UK,0.4,0.6,,
7093,UK,0.5,0.6,,
7094,UK,0.2,0.6,,
7095,UK,0.1,0.6,,
7096,UK,0.25,,0.285714,
7097,UK,0.4,0.5,,
7098,UK,0.25,,0.5,1.0
7099,UK,0.67,0.5,,
7100,UK,0.1,0.6,,
7101,UK,0.5,0.6,,
7102,UK,0.01,0.04,,
7103,UK,0.25,,0.428571,0.1
7104,UK,0.4,0.6,,
7105,UK,0.1,0.6,,
7106,UK,0.2,0.5,,
7107,UK,0.25,,0.285714,
7108,UK,0.1,0.6,,
7109,UK,0.5,1.0,,
7110,UK,0.6,0.06,,
7111,UK,0.4,0.1,,
7112,UK,0.4,0.4,,
7113,UK,0.4,0.6,,
7114,UK,0.2,0.5,,
7115,UK,0.08,0.6,,
7116,UK,0.5,0.6,,
7117,UK,0.1,0.6,,
7118,UK,0.1,0.5,,
7119,UK,0.1,0.6,,
7120,UK,0.01,1.0,,
7121,UK,0.1,0.6,,
7122,UK,0.05,0.2,,
7123,UK,0.05,0.1,,
7124,UK,0.3,0.6,,
7125,UK,0.4,0.8,,
7126,UK,0.2,0.6,,
7127,UK,0.2,0.6,,
7128,UK,0.25,,0.342857,0.04
7129,UK,0.4,0.6,,
7130,UK,0.5,0.72,,
7131,UK,0.33,0.8,,
7132,UK,0.4,0.6,,
7133,UK,0.25,,0.142857,0.1
7134,UK,0.25,,0.142857,0.5
7135,UK,0.25,,0.385714,0.75
7136,UK,0.25,,0.5,0.2
7137,UK,0.1,0.6,,
7138,UK,0.4,0.6,,
7139,UK,0.4,0.5,,
7140,UK,0.3,0.5,,
7141,UK,0.05,0.06,,
7142,UK,1.0,0.5,,
7143,UK,0.1,0.6,,
7144,UK,0.1,0.5,,
7145,UK,0.25,,0.285714,
7146,UK,0.25,,0.5,0.2
7147,UK,0.12,0.5,,
7148,UK,0.2,0.5,,
7149,UK,0.1,0.74,,
7150,UK,0.1,0.6,,
7151,UK,0.5,0.76,,
7152,UK,0.2,0.2,,
7153,UK,0.4,0.1,,
7154,UK,0.2,0.5,,
7155,UK,0.4,0.5,,
7156,UK,,,,
7157,UK,0.03,0.6,,
7158,UK,0.3,1.0,,
7159,UK,0.25,,0.185714,0.3
7160,UK,0.1,0.6,,
7161,UK,0.25,,0.285714,
7162,UK,0.4,0.2,,
7163,UK,0.01,0.06,,
7164,UK,0.04,0.6,,
7165,UK,0.01,0.6,,
7166,UK,0.2,0.6,,
7167,UK,0.2,0.6,,
7168,UK,0.5,0.5,,
7169,UK,0.25,,0.285714,
7170,UK,0.2,0.6,,
7171,UK,0.25,,0.285714,
7172,UK,0.4,0.5,,
7173,UK,0.25,,0.171429,0.2
7174,UK,0.25,,0.285714,
7175,UK,0.25,,0.142857,0.2
7176,UK,0.25,,0.285714,
7177,UK,0.4,0.6,,
7178,UK,0.3,0.5,,
7179,UK,0.4,0.5,,
7180,UK,0.04,0.6,,
7181,UK,0.1,0.5,,
7182,UK,0.1,0.7,,
7183,UK,0.4,0.6,,
7184,UK,0.08,0.6,,
7185,UK,0.05,0.5,,
7186,UK,0.3,0.6,,
7187,UK,0.1,0.6,,
7188,UK,0.1,0.6,,
7189,UK,0.2,0.6,,
7190,UK,0.1,0.6,,
7191,UK,0.19,0.1,,
7192,UK,0.1,0.5,,
7193,UK,0.4,0.2,,
7194,UK,0.1,0.7,,
7195,UK,0.6,1.0,,
7196,UK,0.1,0.1,,
7197,UK,0.3,0.1,,
7198,UK,0.25,,0.285714,
7199,UK,0.4,0.6,,
7200,UK,0.2,0.4,,
7201,UK,0.6,0.6,,
7202,UK,0.1,0.5,,
7203,UK,0.15,0.4,,
7204,UK,0.08,0.14,,
7205,UK,0.25,,0.285714,
7206,UK,0.1,0.12,,
7207,UK,0.04,0.2,,
7208,UK,0.15,0.5,,
7209,UK,0.175,0.6,,
7210,UK,0.06,0.6,,
7211,UK,0.25,,0.314286,0.05
7212,UK,0.1,0.6,,
7213,UK,0.1,0.6,,
7214,UK,,,,
7215,UK,0.1,0.6,,
7216,UK,0.2,0.6,,
7217,UK,0.33,0.2,,
7218,UK,0.5,0.06,,
7219,UK,0.1,0.7,,
7220,UK,0.1,0.6,,
7221,UK,0.5,0.6,,
7222,UK,0.1,0.6,,
7223,UK,0.25,,0.5,0.2
7224,UK,0.4,0.1,,
7225,UK,0.1,0.6,,
7226,UK,0.25,,0.285714,
7227,UK,0.4,0.02,,
7228,UK,0.25,,0.285714,
7229,UK,0.24,0.5,,
7230,UK,0.25,,0.285714,
7231,UK,0.3,0.5,,
7232,UK,0.3,0.5,,
7233,UK,0.25,,0.142857,0.15
7234,UK,0.33,0.6,,
7235,UK,0.005,0.34,,
7236,UK,0.25,,0.314286,0.2
7237,UK,0.2,1.0,,
7238,UK,0.2,0.1,,
7239,UK,,0.06,,
7240,UK,0.5,0.5,,
7241,UK,0.5,0.06,,
7242,UK,0.35,0.06,,
7243,UK,0.25,,0.714286,0.2
7244,UK,0.1,0.5,,
7245,UK,0.3,0.6,,
7246,UK,0.6,0.06,,
7247,UK,0.25,,0.571429,0.45
7248,UK,0.8,0.6,,
7249,UK,0.25,,0.285714,
7250,UK,0.56,0.06,,
7251,UK,0.23,0.2,,
7252,UK,0.25,,0.142857,0.05
7253,UK,0.25,,0.285714,
7254,UK,0.1,0.66,,
7255,UK,0.2,0.2,,
7256,UK,0.5,0.6,,
7257,UK,0.25,,0.285714,
7258,UK,0.1,0.7,,
7259,UK,0.25,,0.285714,
7260,UK,0.4,0.12,,
7261,UK,0.2,0.6,,
7262,UK,0.1,0.6,,
7263,UK,0.45,0.9,,
7264,UK,0.4,0.6,,
7265,UK,0.4,0.6,,
7266,UK,0.1,0.6,,
7267,UK,0.1,0.6,,
7268,UK,0.4,0.6,,
7269,UK,0.25,,0.142857,0.02
7270,UK,0.25,,0.342857,0.8
7271,UK,1.0,1.0,,
7272,UK,0.1,0.6,,
7273,UK,0.7,0.7,,
7274,UK,0.4,0.5,,
7275,UK,0.3,0.1,,
7276,UK,0.0,0.66,,
7277,UK,0.5,0.1,,
7278,UK,0.29,0.8,,
7279,UK,0.1,0.6,,
7280,UK,0.1,0.2,,
7281,UK,0.1,0.5,,
7282,UK,0.3,0.5,,
7283,UK,0.07,0.2,,
7284,UK,0.6,0.4,,
7285,UK,0.25,,0.285714,
7286,UK,0.4,0.6,,
7287,UK,0.1,0.5,,
7288,UK,0.25,,0.428571,0.1
7289,UK,0.1,0.6,,
7290,UK,0.2,0.3,,
7291,UK,0.25,,0.285714,
7292,UK,0.1,0.6,,
7293,UK,0.25,,0.128571,0.1
7294,UK,0.4,0.6,,
7295,UK,0.1,0.6,,
7296,UK,0.4,0.5,,
7297,UK,0.5,0.4,,
7298,UK,0.4,0.12,,
7299,UK,,,,
7300,UK,0.4,0.66,,
7301,UK,0.75,0.8,,
7302,UK,0.25,,0.285714,
7303,UK,0.2,0.6,,
7304,UK,0.07,0.32,,
7305,UK,0.2,0.6,,
7306,UK,0.99,0.02,,
7307,UK,0.5,0.1,,
7308,UK,0.05,0.3,,
7309,UK,0.25,,0.028571,0.05
7310,UK,0.08,0.0,,
7311,UK,0.1,0.6,,
7312,UK,0.1,0.6,,
7313,UK,0.05,0.7,,
7314,UK,0.1,0.6,,
7315,UK,0.4,0.6,,
7316,UK,0.1,0.5,,
7317,UK,0.1,0.6,,
7318,UK,0.4,0.6,,
7319,UK,0.2,0.5,,
7320,UK,0.05,0.5,,
7321,UK,0.6,1.0,,
7322,UK,0.15,0.24,,
7323,UK,0.1,0.6,,
7324,UK,0.25,,0.285714,
7325,UK,0.25,,0.285714,
7326,UK,0.15,0.6,,
7327,UK,0.25,,0.142857,0.2
7328,UK,0.6,0.6,,
7329,UK,0.3,0.5,,
7330,UK,0.2,0.6,,
7331,UK,0.1,0.5,,
7332,UK,0.15,0.5,,
7333,UK,0.4,0.6,,
7334,UK,0.4,0.6,,
7335,UK,0.25,,0.285714,
7336,UK,0.48,0.84,,
7337,UK,0.55,0.0,,
7338,UK,0.1,0.6,,
7339,UK,0.25,,0.5,0.2
7340,UK,0.1,0.2,,
7341,UK,0.19,0.7,,
7342,UK,0.8,0.04,,
7343,UK,0.5,1.0,,
7344,UK,0.34,0.6,,
7345,UK,0.1,0.9,,
7346,UK,0.25,,0.285714,
7347,UK,0.1,0.06,,
7348,UK,0.2,0.5,,
7349,UK,0.5,0.2,,
7350,UK,0.4,0.7,,
7351,UK,0.5,0.1,,
7352,UK,0.1,0.5,,
7353,UK,0.1,0.6,,
7354,UK,0.2,0.6,,
7355,UK,0.25,,0.285714,
7356,UK,0.25,,0.328571,0.8
7357,UK,0.1,0.6,,
7358,UK,0.25,,0.285714,
7359,UK,0.5,0.06,,
7360,UK,0.4,0.3,,
7361,UK,0.05,0.06,,
7362,UK,0.45,0.6,,
7363,UK,0.66,0.5,,
7364,UK,0.2,0.1,,
7365,UK,0.25,,0.171429,0.2
7366,UK,0.1,0.06,,
7367,UK,0.03,0.76,,
7368,UK,0.44,0.66,,
7369,UK,0.04,0.6,,
7370,UK,0.4,0.4,,
7371,UK,,,,
7372,UK,0.2,0.6,,
7373,UK,0.1,0.1,,
7374,UK,0.1,0.6,,
7375,UK,0.3,0.6,,
7376,UK,0.4,0.5,,
7377,UK,0.25,,0.357143,0.25
7378,UK,0.1,0.6,,
7379,UK,0.04,0.06,,
7380,UK,0.5,0.3,,
7381,UK,0.25,,0.657143,0.2
7382,UK,0.5,0.5,,
7383,UK,0.25,,0.085714,0.8
7384,UK,0.6,0.8,,
7385,UK,,,,
7386,UK,0.2,1.0,,
7387,UK,0.33,0.1,,
7388,UK,0.4,0.3,,
7389,UK,0.25,,0.671429,0.08
7390,UK,0.5,0.06,,
7391,UK,0.6,1.0,,
7392,UK,0.25,,0.285714,
7393,UK,0.25,,0.2,0.25
7394,UK,0.1,0.06,,
7395,UK,1.0,1.0,,
7396,UK,0.1,0.6,,
7397,UK,0.6,1.0,,
7398,UK,0.4,0.6,,
7399,UK,0.02,0.06,,
7400,UK,0.02,0.1,,
7401,UK,0.3,1.0,,
7402,UK,0.1,1.0,,
7403,UK,0.15,0.2,,
7404,UK,0.2,0.16,,
7405,UK,0.45,0.4,,
7406,UK,0.2,0.5,,
7407,UK,0.5,0.6,,
7408,UK,0.15,0.4,,
7409,UK,0.6,0.06,,
7410,UK,0.2,0.1,,
7411,UK,0.45,0.1,,
7412,UK,0.25,,0.328571,0.04
7413,UK,0.25,,0.285714,
7414,UK,0.5,1.0,,
7415,UK,0.5,0.2,,
7416,UK,0.4,0.04,,
7417,UK,0.2,0.5,,
7418,UK,0.9,0.52,,
7419,UK,0.5,0.2,,
7420,UK,0.1,0.5,,
7421,UK,0.4,0.5,,
7422,UK,0.1,0.66,,
7423,UK,0.15,0.08,,
7424,UK,0.05,0.7,,
7425,UK,0.4,0.6,,
7426,UK,0.5,0.1,,
7427,UK,0.05,0.12,,
7428,UK,0.1,0.8,,
7429,UK,0.4,0.8,,
7430,UK,0.4,0.8,,
7431,UK,0.1,0.6,,
7432,UK,0.25,,0.285714,
7433,UK,0.25,,0.285714,
7434,UK,0.2,0.6,,
7435,UK,0.1,0.3,,
7436,UK,0.01,0.02,,
7437,UK,0.1,0.6,,
7438,UK,0.33,0.6,,
7439,UK,0.6,0.1,,
7440,UK,0.1,0.2,,
7441,UK,,,,
7442,UK,0.3,0.7,,
7443,UK,0.1,0.32,,
7444,UK,0.2,0.7,,
7445,UK,0.1,0.6,,
7446,UK,0.25,,0.328571,0.2
7447,UK,0.25,,0.285714,
7448,UK,,,,
7449,UK,0.02,0.04,,
7450,UK,0.5,0.1,,
7451,UK,0.7,0.4,,
7452,UK,0.2,0.4,,
7453,UK,0.1,0.06,,
7454,UK,0.01,0.02,,
7455,UK,0.1,0.6,,
7456,UK,,,,
7457,UK,0.3,0.06,,
7458,UK,1.0,0.4,,
7459,UK,0.5,0.5,,
7460,UK,0.4,0.5,,
7461,UK,0.5,0.5,,
7462,UK,0.1,0.06,,
7463,UK,0.4,0.6,,
7464,UK,0.25,,0.142857,0.05
7465,UK,0.1,0.06,,
7466,UK,0.25,,0.714286,0.25
7467,UK,0.5,0.6,,
7468,UK,0.25,,0.285714,
7469,UK,0.1,0.5,,
7470,UK,0.25,,0.285714,
7471,UK,0.1,0.6,,
7472,UK,0.4,0.5,,
7473,UK,0.1,0.6,,
7474,UK,0.4,0.6,,
7475,UK,0.6,1.0,,
7476,UK,0.4,0.5,,
7477,UK,0.1,0.4,,
7478,UK,0.08,0.6,,
7479,UK,0.1,0.6,,
7480,UK,0.4,0.6,,
7481,UK,0.2,0.2,,
7482,UK,0.25,,0.614286,0.45
7483,UK,0.1,0.6,,
7484,UK,,,,
7485,UK,0.25,,0.185714,0.5
7486,UK,0.25,,0.285714,
7487,UK,0.1,0.16,,
7488,UK,0.4,0.326,,
7489,UK,0.1,0.5,,
7490,UK,0.36,0.7,,
7491,UK,0.1,0.6,,
7492,UK,0.2,0.5,,
7493,UK,0.2,0.6,,
7494,UK,0.25,,0.285714,
7495,UK,0.7,0.6,,
7496,UK,0.1,0.6,,
7497,UK,0.5,0.06,,
7498,UK,0.25,,0.314286,0.1
7499,UK,0.2,0.6,,
7500,UK,0.1,0.1,,
7501,UK,0.1,0.5,,
7502,UK,0.1,0.6,,
7503,UK,0.1,0.5,,
7504,UK,0.25,,0.285714,
7505,UK,0.4,0.5,,
7506,UK,0.1,0.3,,
7507,UK,0.4,0.6,,
7508,UK,0.75,0.6,,
7509,UK,0.1,0.5,,
7510,UK,0.2,0.6,,
7511,UK,0.2,0.6,,
7512,UK,0.4,0.6,,
7513,UK,0.4,0.6,,
7514,UK,0.01,0.6,,
7515,UK,0.2,0.06,,
7516,UK,0.4,0.06,,
7517,UK,0.33,0.6,,
7518,UK,0.2,0.5,,
7519,UK,0.33,0.7,,
7520,UK,0.1,0.6,,
7521,UK,1.0,0.4,,
7522,UK,1.0,0.06,,
7523,UK,0.1,0.2,,
7524,UK,0.25,,0.285714,
7525,UK,0.5,0.06,,
7526,UK,0.25,,0.285714,
7527,UK,0.5,0.1,,
7528,UK,0.3,0.5,,
7529,UK,0.05,0.6,,
7530,UK,0.1,0.6,,
7531,UK,0.1,0.5,,
7532,UK,0.1,0.6,,
7533,UK,0.3,0.5,,
7534,UK,0.4,0.6,,
7535,UK,0.1,0.6,,
7536,UK,0.25,,0.285714,
7537,UK,0.4,0.4,,
7538,UK,0.33,0.5,,
7539,UK,0.25,,0.171429,0.2
7540,UK,0.5,0.7,,
7541,UK,0.08,0.6,,
7542,UK,0.2,0.5,,
7543,UK,0.25,,0.542857,0.05
7544,UK,0.15,0.06,,
7545,UK,0.028,0.6,,
7546,UK,0.333,0.6,,
7547,UK,0.3,0.12,,
7548,UK,0.25,,0.714286,0.15
7549,UK,0.3,0.1,,
7550,UK,0.4,0.6,,
7551,UK,0.4,0.6,,
7552,UK,0.1,0.76,,
7553,UK,0.4,0.6,,
7554,UK,,,,
